Drug,y_true,y_pred,error
N#Cc1ccc(C(F)(F)F)nc1OC(CCN)c1ccno1,-0.70233166,-0.2673,0.43499768
CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,1.3959984,0.9644,0.4316429
O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,-0.6358728,-0.2145,0.42139524
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,-0.4486801,-0.04288,0.4058029
O=C(O)CC1CCC(c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,-0.70233166,-0.3022,0.40008557
CNC(=O)c1cccc(NC(=O)Nc2cccc(C#N)c2)c1CN1CCC(Cc2ccc(F)cc2)CC1,-0.45864892,-0.06015,0.39849877
O=C(O)c1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-0.5915668,-0.2076,0.3839252
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,-0.70233166,-0.325,0.3773805
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,2.554156,2.18,0.37446856
O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,-0.70233166,-0.3289,0.37347424
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2C2CCCC2)cc1,-0.30357808,0.0691,0.37266988
CC(C(=O)OC1C[N+]2(CCOc3ccc(Cl)cc3)CCC1CC2)(c1ccccc1)N1CCCCC1,1.4465072,1.086,0.36056972
Cc1nc(CSc2nc(NC(C)CO)c3sc(=O)[nH]c3n2)cs1,-0.70233166,-0.348,0.35443127
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C(F)(F)F)c1,-0.6801787,-0.3267,0.35351855
Cc1ccc(C#N)cc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,-0.70233166,-0.3535,0.34881604
COc1ccc(C#Cc2ccc(C3C(CO)N4CCCCN(C(=O)Nc5cccc(F)c5)CC34)cc2)cc1,0.3415166,-0.00688,0.34839833
N#Cc1ccc(F)c(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,-0.70233166,-0.3547,0.34759533
CNS(=O)(=O)c1ccc2c(C(=O)NCC(O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,-0.45864892,-0.7886,0.3299253
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,-0.6358728,-0.308,0.3277673
N#Cc1ccc(Nc2nccc(NC3CC3)n2)cc1,0.22809339,-0.09454,0.32263684
N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1,-0.70233166,-0.3843,0.31805432
N#Cc1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,-0.70233166,-0.3872,0.31512463
Cc1cc(N(C)S(C)(=O)=O)ccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,-0.70233166,-0.3914,0.31097424
O=C(O)Cc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-0.70233166,-0.3918,0.31048596
O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,-0.70233166,-0.3965,0.3058473
O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,-0.70233166,-0.3994,0.3029176
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,-0.70233166,-0.4001,0.30218518
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,-0.70233166,-0.4028,0.29949963
O=C(O)C(c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-0.6358728,-0.3408,0.29505247
CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,-0.6764127,-0.3848,0.29164708
CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1,-0.70233166,-0.418,0.2843629
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OC(C)C(=O)O)c(C)c1,-0.70233166,-0.4202,0.28216565
CCOC1OC(=O)CC1NC(=O)C1CCCN2C(=O)CCC(NC(=O)c3nccc4ccccc34)C(=O)N12,-0.70233166,-0.4368,0.26556408
CC1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,-0.30357808,-0.04037,0.26320332
CC(=O)c1cc2ccc(O)cc2oc1=O,-0.1445197,-0.407,0.26246274
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2cc(F)cc(F)c2)N2CCN(S(C)(=O)=O)CC2)CC1,-0.6026433,-0.3447,0.25791675
O=C(O)COc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-0.5804903,-0.3271,0.25334185
CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,-0.5472608,-0.2964,0.2508741
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C)c1,-0.70233166,-0.4624,0.23992932
O=C(NCc1cccnc1)c1cc(-c2ccco2)on1,-0.4630795,-0.2305,0.23261076
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(F)ccc12,-0.56941384,-0.3374,0.2320115
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(F)c1,-0.70233166,-0.4727,0.22967541
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccc(F)cc12,-0.5915668,-0.3672,0.2243793
N#Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1,-0.6358728,-0.417,0.2188806
Cc1cc(Cl)ccc1OC1CCN(CC(O)CNC(=O)c2c[nH]c(=O)c3cc(S(C)(=O)=O)ccc23)CC1,-0.45864892,-0.673,0.21420264
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)cc1,-0.70233166,-0.4915,0.21087658
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,-0.70233166,-0.4978,0.20452893
CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,-0.3164268,-0.11237,0.20406109
COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,-0.34788403,-0.1483,0.1995686
O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccc(Cl)cc1,-0.52510786,-0.329,0.1960063
Cc1ccc(S(=O)(=O)N2N=Cc3ccccc3B2O)cc1,-0.45576903,-0.6494,0.19364503
O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCc2ccccc2C1,1.073894,0.8867,0.18717527
O=C(NS(=O)(=O)Cc1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-0.70233166,-0.524,0.17840588
Cc1ccc(F)c(Nc2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)c1,-0.37003702,-0.193,0.17704386
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2CCC(=O)O)c(C)c1,-0.70233166,-0.529,0.17352307
Nc1ccc(-c2ccccc2Cl)cc1,0.11311942,0.283,0.16983956
CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,-0.56941384,-0.4016,0.16780251
Cc1c(Cl)ccc(OC2CCN(CC(O)CNC(=O)c3c[nH]c(=O)c4cc(S(C)(=O)=O)ccc34)CC2)c1Cl,-0.4808019,-0.6436,0.16275278
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl,-0.43649596,-0.2827,0.15378112
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,-0.56941384,-0.4204,0.14900368
O=C(NCC1CCCCCC1)c1cc(-c2cccnc2N2CCC(C(=O)O)CC2)ccc1Cl,-0.23711915,-0.3843,0.14715819
CCC(N)C(=O)NC(C#N)Cc1ccc(-c2ccccc2)cc1,-0.13366474,-0.2798,0.14612041
NC(=O)c1c(OC2CCN(CC(O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)ccc(Cl)c1Cl,-0.5472608,-0.4016,0.1456495
COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,-0.08426361,0.0534,0.13766937
O=c1[nH]c2c(O)ccc(C(O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,-0.21496618,-0.3462,0.13122523
O=C(O)COc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,-0.5029549,-0.3792,0.12380451
N#CC1(NC(=O)C2CCCCC2C(=O)N2CCN(c3nc4ccncc4s3)CC2)CC1,-0.37491068,-0.2517,0.1232017
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NCCO)ccc12,-0.6358728,-0.7583,0.122428
CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc2c1c(=O)n(C)c(=O)n2CC(C)C,0.13948147,0.01761,0.12187283
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,-0.70233166,-0.5825,0.11981213
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(S(=O)(=O)C(F)(F)F)CC2)CC1,-0.37003702,-0.2625,0.10758585
CCc1ccc(OCC(=O)O)c(-c2ccc(S(C)(=O)=O)cc2)c1,-0.70233166,-0.5957,0.10662854
CS(=O)(=O)c1ccc2c(C(=O)NCC(O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,-0.6358728,-0.729,0.093131125
N#Cc1ccc(OC2CCN(CC(O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)cc1Cl,-0.2925016,-0.3738,0.0812777
COc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,-0.5029549,-0.4253,0.07766193
NS(=O)(=O)c1ccc2c(C(=O)NCC(O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,-0.70233166,-0.771,0.06866443
CCS(=O)(=O)c1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,-0.5029549,-0.4343,0.06862873
COc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)cc1,-0.45864892,-0.398,0.0606997
Nc1ncnc2c1ncn2C1OC(CSCCCNC(=O)NCc2ccccc2)C(O)C1O,-0.29515997,-0.3489,0.053716987
CS(=O)(=O)c1ccc2c(C(=O)NCC(O)CN3CCC(Oc4ccc(C#N)c(Cl)c4)CC3)c[nH]c(=O)c2c1,-0.70233166,-0.756,0.053527713
CN(c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1)S(C)(=O)=O,-0.4808019,-0.529,0.048006684
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCC(C(C)=O)CC2)CC1,-0.30357808,-0.2612,0.04234761
O=C(NCc1ccccc1Cl)c1cccnc1Oc1ccccc1,0.028716581,0.0709,0.042206272
Cc1c(Cl)ccc(OC2CCN(CC(O)CNC(=O)c3c[nH]c(=O)c4ccc(S(C)(=O)=O)cc34)CC2)c1Cl,-0.70233166,-0.661,0.04119885
CC(C(=O)OC1C[N+]2(CC(=O)Nc3cccc(F)c3)CCC1CC2)(c1ccccc1)N1CCCCC1,-0.015589375,-0.04727,0.031682353
CS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,-0.5472608,-0.5244,0.022846758
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,-0.38665175,-0.398,0.011297464
