Drug,y_true,logit,prob,pred_mcc,pred_prev
C#CCCCON=C1CC(O)C(O)C2C1CCC1C(=O)N(CCC(=O)OCC)C(=O)C12,0.0,-1.464,0.1879,0,0
CCOC(=O)CCN1C(=O)C2CCC3C(=NNC(=O)OCC)CC(O)C(O)C3C2C1=O,0.0,-1.85,0.136,0,0
CC(C)CON=C1CC(O)C(O)C2C1CCC1C(=O)N(C(C)(C)C)C(=O)C12,0.0,-1.2295,0.2262,0,0
CC(C)=CCCC(C)=CCON=C1CC(O)C(O)C2C1CCC1C(=O)N(C(C)(C)C)C(=O)C12,0.0,-0.978,0.2732,0,0
C#CCCCON=C1CC(O)C(O)C2C1CCC1C(=O)N(C(C)(C)C)C(=O)C12,0.0,-0.6636,0.34,0,0
CCOC(=O)NN=C1CC(O)C(O)C2C1CCC1C(=O)N(C(C)(C)C)C(=O)C12,0.0,-1.576,0.1714,0,0
CCN1C(=O)C2CCC3C(=NOCC(C)C)CC(O)C(O)C3C2C1=O,0.0,-1.393,0.1991,0,0
CCN1C(=O)C2CCC3C(=NOCC=C(C)CCC=C(C)C)CC(O)C(O)C3C2C1=O,0.0,-1.134,0.2433,0,0
C#CCCCON=C1CC(O)C(O)C2C1CCC1C(=O)N(CC)C(=O)C12,0.0,-1.134,0.2433,0,0
CCOC(=O)NN=C1CC(O)C(O)C2C1CCC1C(=O)N(CC)C(=O)C12,0.0,-1.722,0.1516,0,0
O=c1c(-c2ccccc2)nc2cnc(Oc3cccc(Cl)c3)nc2n1C1CC1,1.0,1.155,0.7607,1,0
O=c1c(-c2ccccc2)nc2cnc(Oc3ccccc3)nc2n1C1CC1,1.0,1.073,0.745,1,0
COc1ccc(Oc2ncc3nc(-c4ccccc4)c(=O)n(C4CC4)c3n2)cc1,1.0,2.057,0.8867,1,1
O=c1c(-c2ccc(F)cc2)nc2cnc(Oc3ccccc3)nc2n1C1CC1,0.0,0.8716,0.705,0,0
COc1ccc(Oc2ncc3nc(-c4cc(F)cc(F)c4)c(=O)n(C4CC4)c3n2)cc1,1.0,1.734,0.8496,1,1
O=c1c(-c2ccc(Cl)cc2)nc2cnc(Oc3ccccc3)nc2n1C1CC1,1.0,1.095,0.749,1,0
COc1ccc(-c2nc3cnc(Oc4cccc(Cl)c4)nc3n(C3CC3)c2=O)cc1,1.0,1.39,0.801,1,1
N#Cc1cccc(-c2nc3cnc(Oc4cccc(Cl)c4)nc3n(C3CC3)c2=O)c1,1.0,0.7373,0.6763,0,0
COc1ccc(Oc2ncc3nc(-c4ccc(OC)cc4)c(=O)n(C4CC4)c3n2)cc1,1.0,2.203,0.9004,1,1
O=c1c(-c2ccc(F)cc2)nc2cnc(Oc3cccc(Cl)c3)nc2n1C1CC1,1.0,1.107,0.752,1,0
CCCCn1nc2cc(C(=O)NCc3ccc(C(F)(F)F)cc3C(F)(F)F)ccc2c1OCC,1.0,3.307,0.9644,1,1
COCCn1nc2cc(C(=O)NCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)ccc2c1OC,0.0,1.49,0.816,1,1
CCOc1c2ccc(C(=O)NCc3ccc(OC(F)(F)F)cc3)cc2nn1C,1.0,2.996,0.9526,1,1
CCOc1c2ccc(C(=O)NCc3ccccc3)cc2nn1CCOC,1.0,1.273,0.7817,1,0
CCCn1nc2cc(C(=O)NCc3ccccc3OC)ccc2c1OCC,0.0,2.854,0.9453,1,1
C=CCOc1c2ccc(C(=O)NCc3ccccc3OC)cc2nn1C,0.0,3.137,0.959,1,1
COc1ccc(OC)c(Nc2nc(-c3sc(NC(=O)c4ccccc4)nc3C)cs2)c1,1.0,3.125,0.958,1,1
CCOc1ccccc1Nc1nc(-c2sc(NC(=O)c3cccc(Cl)c3)nc2C)cs1,1.0,3.207,0.9614,1,1
CCOc1ccccc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,1.0,2.574,0.929,1,1
COc1ccccc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1,1.0,2.758,0.9404,1,1
Cc1ccc(Nc2nc(-c3sc(NC(=O)c4cccc(Cl)c4)nc3C)cs2)cc1,0.0,2.842,0.945,1,1
Cc1ccc(Nc2nc(-c3sc(NC(=O)c4ccc([N+](=O)[O-])cc4)nc3C)cs2)cc1,0.0,2.426,0.9194,1,1
Cc1nc(NC(=O)c2ccccc2)sc1-c1csc(Nc2cccc(F)c2)n1,1.0,2.828,0.944,1,1
Cc1nc(NC(=O)c2ccccc2)sc1-c1csc(Nc2cccc(Cl)c2)n1,1.0,2.82,0.944,1,1
Cc1nc(NC(=O)c2ccccc2)sc1-c1csc(Nc2ccc(Cl)cc2Cl)n1,0.0,2.426,0.9194,1,1
Cc1nc(NC(=O)c2ccc(Cl)cc2)sc1-c1csc(Nc2cccc(F)c2)n1,1.0,2.605,0.931,1,1
COc1ccc2[nH]cc(CCNc3ncncc3-c3ccccc3C)c2c1,1.0,2.47,0.922,1,1
COc1ccc2[nH]cc(CCNc3ncncc3-c3ccc(N(C)C)cc3)c2c1,1.0,-0.4136,0.3982,0,0
COc1ccc2[nH]cc(CCNc3ncncc3-c3cccc(NS(C)(=O)=O)c3)c2c1,1.0,3.682,0.975,1,1
COc1ccc2[nH]cc(CCNc3ncncc3-c3ccccc3Cl)c2c1,1.0,2.764,0.9404,1,1
COc1ccc2[nH]cc(CCNc3ncncc3-c3ccccc3CN(C)C)c2c1,0.0,-0.955,0.2778,0,0
COc1ccc2[nH]cc(CCNc3ncncc3-c3ccccc3C(F)(F)F)c2c1,1.0,3.152,0.959,1,1
COc1ccc2[nH]cc(CCNc3ncncc3-c3ccccc3OC)c2c1,1.0,2.648,0.934,1,1
COc1ccc2[nH]cc(CCNc3ncncc3-c3ccc(C(=O)N(C)C)cc3)c2c1,1.0,2.18,0.8984,1,1
COc1ccc2[nH]cc(CCNc3ncncc3-c3cccc(C#N)c3)c2c1,1.0,3.52,0.9717,1,1
COc1cccc(Nc2ncc3ncc(=O)n(C)c3n2)c1,0.0,-1.023,0.2644,0,0
COc1cccc(Nc2ncc3ncc(=O)n(CCC#N)c3n2)c1,0.0,-1.371,0.2025,0,0
COc1cccc(Nc2ncc3nc(C)c(=O)n(C)c3n2)c1,0.0,-0.7827,0.3137,0,0
COCCn1c(=O)cnc2cnc(Nc3ccccc3)nc21,0.0,0.5786,0.6406,0,0
COc1cccc(Nc2ncc3nc(C)c(=O)n(CCC#N)c3n2)c1,0.0,-1.304,0.2135,0,0
N#CCCn1c(=O)cnc2cnc(Nc3ccccc3)nc21,0.0,-1.469,0.1871,0,0
Cc1nc2cnc(Nc3ccccc3)nc2n(CCC#N)c1=O,0.0,-1.727,0.151,0,0
COCCn1c(=O)c(C)nc2cnc(Nc3ccccc3)nc21,0.0,0.01216,0.503,0,0
CN(C)c1ccc(-c2ccc3ncnc(NC4CC4)c3c2)cc1,0.0,-1.839,0.1372,0,0
Cc1ccccc1-c1ccc2ncnc(NC3CC3)c2c1,0.0,-1.3125,0.212,0,0
COc1ccccc1-c1ccc2ncnc(NC3CC3)c2c1,0.0,-1.19,0.2332,0,0
CS(=O)(=O)Nc1cccc(-c2ccc3ncnc(NC4CC4)c3c2)c1,0.0,-1.297,0.2147,0,0
CN(C)C(=O)c1ccc(-c2ccc3ncnc(NC4CC4)c3c2)cc1,0.0,-0.489,0.3801,0,0
COc1cccc(-c2ccc3ncnc(NC4CC4)c3c2)c1,0.0,-0.985,0.272,0,0
CN(C)Cc1ccccc1-c1ccc2ncnc(NC3CC3)c2c1,0.0,-2.049,0.1142,0,0
FC(F)(F)c1ccccc1-c1ccc2ncnc(NC3CC3)c2c1,0.0,-0.5044,0.3765,0,0
N#Cc1ccccc1-c1ccc2ncnc(NC3CC3)c2c1,0.0,0.456,0.6123,0,0
CC1CCC(O)(C(C)(C(=O)O)c2ccccc2)CC1,1.0,-1.512,0.1807,0,0
CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,0.0,-1.632,0.1636,0,0
CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,0.0,-2.238,0.0964,0,0
COc1ccccc1-c1cncnc1NCc1cccs1,0.0,1.128,0.7554,1,0
COc1cccc(-c2cncnc2NCc2cccs2)c1,1.0,0.9487,0.721,0,0
FC(F)(F)c1ccccc1-c1cncnc1NCc1cccs1,0.0,-0.0628,0.4844,0,0
CN(C)C(=O)c1ccc(-c2cncnc2NCc2cccs2)cc1,0.0,0.8276,0.696,0,0
CN(C)c1ccc(-c2cncnc2NCc2cccs2)cc1,0.0,-1.094,0.251,0,0
Cc1ccccc1-c1cncnc1NCc1cccs1,0.0,0.4072,0.6,0,0
