Drug,y_true,logit,prob,pred_mcc,pred_prev
O=C1c2ccccc2C(=O)C1c1ccccc1,0.0,-1.179,0.2354,0,1
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,0.0,-3.832,0.02121,0,0
CC(C)C1(NC(=O)C2C=C3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,1.0,0.1128,0.5283,1,1
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,0.0,-2.488,0.0767,0,0
CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23,0.0,-3.031,0.04605,0,0
CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,1.0,-0.7383,0.3235,0,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,0.0,-2.787,0.058,0,0
CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0.0,-2.531,0.07367,0,0
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,1.0,2.059,0.8867,1,1
CCOCC=Cc1ccc(-c2ncc(-c3ccc(N(CC)CC)cc3)[nH]2)cc1,1.0,3.217,0.9614,1,1
CCCN(CCC)c1ccc(-c2cnc(-c3ccc(C=CCOCC)cc3)[nH]2)cc1,1.0,2.523,0.926,1,1
CCOCC=Cc1ccc(-c2ncc(-c3ccc(NC(C)C)cc3)[nH]2)cc1,1.0,3.271,0.9634,1,1
CCOCC=Cc1ccc(-c2ncc(-c3ccc(NCC(C)C)cc3)[nH]2)cc1,1.0,3.203,0.9604,1,1
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,1.0,1.555,0.8257,1,1
c1ccc2c3c([nH]c2c1)C1C2CCC(C4CCCNC42)N1CC3,0.0,-1.536,0.177,0,0
Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,1.0,1.763,0.8535,1,1
COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C,0.0,-3.408,0.03204,0,0
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,0.0,-3.01,0.047,0,0
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,1.0,-0.3503,0.4133,1,1
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,0.0,2.055,0.8867,1,1
COc1cc(C(=O)C(=O)N2CCCCC2C(=O)OC(CCCc2cccnc2)CCCc2cccnc2)cc(OC)c1OC,1.0,3.184,0.9604,1,1
O=c1c2ccccc2n(CCCCN2CCOCC2)c2ccccc12,1.0,2.021,0.883,1,1
COc1cccc2c(=O)c3ccccc3n(CCCCN3CCOCC3)c12,1.0,2.94,0.9497,1,1
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,0.0,1.586,0.8296,1,1
OC(COc1ccccc1C(O)CCc1ccccc1)CN1CCOCC1,1.0,1.034,0.738,1,1
COC(CCc1ccccc1)c1ccccc1OCC(O)CN1CCOCC1,1.0,1.827,0.8613,1,1
COc1cccc(CCc2ccccc2OCCCCN2CCc3ccccc3C2)c1,1.0,3.385,0.967,1,1
COc1cccc(CCc2ccccc2OCCCCN2CCc3cc(OC)c(OC)cc3C2)c1,1.0,3.58,0.9727,1,1
COc1cc(C=CC2=C(N3CCCC3)CN3CCN2CC3)cc(OC)c1OC,0.0,-0.584,0.3582,0,1
C=C1c2cccc(OCC(O)CN3CCCCC3)c2C(=O)C1c1ccccc1,1.0,3.43,0.9688,1,1
COc1cc(C=CC(=O)N2CCN(CC(=O)O)CC2)cc(OC)c1OC,0.0,-3.166,0.04047,0,0
O=C(CCc1cccc2ccccc12)c1ccccc1OCC(O)CN1CCC(O)(c2ccccc2)CC1,1.0,3.082,0.956,1,1
O=C(CCc1ccccc1)c1cc(Oc2ccccc2)ccc1OCC(O)CN1CCN(Cc2ccccc2)CC1,1.0,3.182,0.9604,1,1
O=C(CCc1ccccc1)c1ccccc1OCCCCCCN1CCCCC1,1.0,3.03,0.9536,1,1
O=C(CCc1ccccc1)c1ccccc1OCC(O)CNC1CCCCC1,1.0,2.732,0.9385,1,1
COc1ccccc1N1CCN(CC(=O)c2oc3ccccc3c2CCc2ccccc2)CC1,1.0,3.574,0.9727,1,1
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0.0,-0.7827,0.3137,0,1
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4ccccc34)cc1)CC2,1.0,3.229,0.9614,1,1
COc1cc2c(cc1OC)CN(CCNC(=O)c1ccccc1NC(=O)c1ccc(-c3ccccc3)cc1)CC2,1.0,3.562,0.9727,1,1
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)c3ccc4ccccc4n3)cc1)CC2,1.0,3.59,0.973,1,1
COc1cc2c(cc1OC)CN(Cc1ccc(NC(=O)c3ccccc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,1.0,3.709,0.976,1,1
Cc1ccc(C(=O)N2c3ccccc3C(N3CCN(Cc4ccccc4)CC3)C(O)C2C)cc1,1.0,1.878,0.867,1,1
O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCN(c2ccc(F)cc2)CC1,1.0,3.117,0.958,1,1
O=C1OCc2cc3cccc(OC4OC(CO)C(O)C(O)C4O)c3c(O)c21,0.0,-2.709,0.06244,0,0
COc1c2c(cc3oc(-c4ccccc4)cc(=O)c13)OC(c1ccccc1)(c1ccccc1)O2,1.0,1.55,0.825,1,1
CCOCC=Cc1ccc(-c2ncc(-c3ccc(N4CCOCC4)cc3)[nH]2)cc1,1.0,2.979,0.9517,1,1
COc1cccc(CCc2ccccc2OCCCCN2CCN(C)CC2)c1,1.0,1.891,0.8687,1,1
CCC(c1ccccc1)c1noc(CCN(CC)CC)n1,0.0,-1.527,0.1783,0,0
COc1cc(CC2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2C(C3)N(C)CC4)cc1OC,1.0,2.062,0.887,1,1
