Drug,y_true,y_pred,error
Cc1c(CCC(=O)O)c(=O)oc2cc(O)ccc12,-2.5969965,-1.648,0.94855905
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)NCc2ccccc2)c1=O)C(=O)C(F)(F)F,0.26283672,-0.6816,0.9444773
Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,-0.18319231,0.7593,0.94246966
CCOc1ccccc1-c1ccc(-c2nc3ccc(F)cc3c(NC(C)C(=O)O)c2C#N)cc1,0.20161705,1.131,0.9292423
CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,-0.017024629,0.904,0.92083323
NC1=NN(c2cccc(C(F)(F)F)c2)CC1,0.24534538,-0.6743,0.91966176
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C2COCCN2)c1,-0.57674736,0.3376,0.91439384
CCN(CC)CC(=O)Nc1c(C#N)cnn1-c1ccccc1,-1.634973,-0.722,0.9128051
CCN(CC)c1ccc2cc(C(=O)O)c(=O)oc2c1,-2.159713,-1.25,0.90971303
CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,-0.1044813,0.793,0.89745003
CCCNC(=O)c1nnc2c(-c3ncccn3)cccc2c1N,-0.35810566,0.528,0.8859377
CNc1cccc(CCOc2ccc(CC(NC(=O)c3c(F)cccc3Cl)C(=O)O)cc2)n1,-2.3521178,-1.476,0.87653184
CN1CCCC1CCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,-0.22692065,0.643,0.8699871
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,1.0499468,0.1896,0.8603716
CNS(=O)(=O)c1ccc2c(C(=O)NCC(O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,0.43775007,-0.4167,0.85449815
COc1cccc2c(O)cc(-c3ccccc3)nc12,0.026703708,0.8784,0.85171425
Cc1ccc(F)c(Nc2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)c1,0.7263571,-0.12463,0.8509909
CNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1,0.46398708,-0.3792,0.8431375
COc1cccc(-c2cc(O)c3cc(NC(C)=O)ccc3n2)c1,0.122906044,0.954,0.83119553
CC1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,-0.3143773,0.5146,0.82902575
Nc1cc(-c2ccccc2)nc2ccccc12,-0.060752966,0.7666,0.82735455
Cc1nnc(C)c2cc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)C(C)C3)ccc12,-0.29688597,0.524,0.82081175
O=C(COCc1ccncc1)N1CCC(c2ccc(Cl)cc2)CC1,0.41151306,1.222,0.8101666
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,-0.34936,-1.158,0.80884314
COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.20161705,1.01,0.80814856
Cc1ccc(F)c(Nc2ccnc(Nc3ccc(OCC(O)CN(C)C)cc3)n2)c1,-0.14820963,0.6323,0.78053385
CN1CCNc2nc(CCOc3ccc(CC(NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc21,-1.92358,-1.15,0.7731894
O=C(COCc1ccncc1)N1CCC(c2ccc(F)cc2Cl)CC1,0.3765304,1.146,0.76995397
CC(NCc1ccccc1-c1ccc(CCNCC(O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1,0.009212374,0.777,0.7676431
Cc1c(CCC(=O)O)c(=O)oc2c(C)c(O)ccc12,-2.2471697,-1.483,0.7637713
O=C(COCc1ccncc1)N1CCC(c2ccc(Cl)cc2Cl)CC1,0.31531072,1.077,0.7618377
O=C(Nc1ccc(C(F)(F)F)c(Cl)c1)N1CCN(CC2CCCN(C3CC3)C2)CC1,1.5659411,0.805,0.7607653
NC(=O)c1cccc(NC2CC3CCC(C2)N3Cc2ccccc2)c1,-1.1014874,-0.3506,0.75090146
c1ccc(-c2ccc3ccccc3n2)cc1,1.5134672,0.7705,0.7429594
O=C(NC1CN2CCC1CC2)c1ccc(Cl)cc1,-1.4600598,-0.718,0.7422863
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,-0.86535436,-0.1294,0.7359598
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cccc(Cl)c3)n2)cc1,0.20161705,0.9375,0.73588294
N#Cc1c(-c2ccccc2)nc(SCCc2ccccc2)[nH]c1=O,-0.48929065,0.2435,0.7328209
c1ccc2[nH]c(CCCc3nc4ccccc4[nH]3)nc2c1,1.0761838,0.3442,0.7319455
O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,-0.6029843,0.1262,0.729205
CC1(c2ccc(Cl)cc2)CCN(C(=O)COCc2ccncc2)CC1,0.4552414,1.183,0.72737575
CNc1cccc(CCOc2ccc(CC(NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2F)n1,-2.0285282,-1.303,0.72579384
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(S(=O)(=O)CC(F)(F)F)CC2)CC1,-0.41057965,0.3088,0.7194176
O=C(O)CC1CCC(c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,1.3385538,0.6333,0.705253
COCCN1CCC(Cc2ccc(C(=O)NCc3cnc(C#N)nc3NCC(C)(C)C)cc2)CC1,1.0761838,0.3777,0.69849825
CNC1=Nc2ncccc2C(c2ccco2)=NC1c1cccs1,-0.36685133,0.3281,0.69497633
N#Cc1cccc(-c2cccc(C(=O)O)c2)c1,-1.7224298,-1.03,0.6921563
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2C2CCCC2)cc1,-0.2356663,-0.927,0.69109154
NC1(c2ccc(-c3ncc4nccn4c3-c3ccccc3)cc2)CCC1,-0.847863,-0.1609,0.68697435
N#Cc1ccccc1COc1cc(OCCCN2CCCC2)ccc1C(=O)Nc1cccc(O)c1,0.061686378,0.748,0.6863605
O=C(O)COc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-0.2356663,0.446,0.6817112
CN(C)CC(O)COc1ccc(Nc2nccc(N(CC#N)c3cc(Cl)ccc3Cl)n2)cc1,0.11416038,0.7954,0.6812498
CC1CN(c2nc(N3CCOCC3)c3ccc(Nc4ccccc4)nc3n2)CC(C)O1,1.6184151,0.939,0.6794503
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)Cc1ccnc(F)c1,0.9624901,0.2961,0.6663475
CC(=O)Nc1ccc2nc(-c3cccc(F)c3)cc(O)c2c1,0.122906044,0.788,0.6651799
CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3ccccc3)n2)CC1,0.28907374,-0.3694,0.6584585
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)O)cc21,-0.585493,0.0717,0.65720934
O=S(=O)(Cc1c(F)cccc1F)N1CCN(c2ncccc2C(F)(F)F)CC1,1.4260105,0.7715,0.6545261
NC(=O)c1sc2nccc(Nc3ccccc3)c2c1N,0.5601894,-0.0878,0.648019
O=C(O)c1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,-0.5417647,-1.189,0.64768845
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cccc(CO)c2)n1,-1.1102331,-1.758,0.64757943
CN(C)C(=O)NC1CCC(CN2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)CC1,-2.0460193,-1.399,0.64660525
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,-2.6232336,-1.978,0.6456945
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc(NS(C)(=O)=O)cc2)n1,-1.241418,-0.5967,0.6447383
CN(C)CCCNC(=O)c1nc(Cl)c(N)nc1N,-2.8593664,-2.22,0.6386633
CS(=O)(=O)c1ccc2c(C(=O)NCC(O)CN3CCC(Oc4ccc(C#N)c(Cl)c4)CC3)c[nH]c(=O)c2c1,-0.7516607,-0.11523,0.6364263
N#Cc1ccccc1COc1cc(OCCCN2CCCC2)ccc1C(=O)Nc1ccccc1,0.34154773,0.9766,0.6350148
COc1cc(F)ccc1-c1cncc(CNC2CCCC2)c1,0.017958041,0.6484,0.63047945
CC(=O)N1CCN(CCOc2ccc(C3(O)CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1,-0.060752966,0.5596,0.6203233
CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,0.21036272,0.8237,0.61336774
CNC(C)C(=O)NC(C(=O)NC1CCCN(CCCc2ccccc2)C1)C1CCCCC1,0.28907374,-0.3218,0.61085105
c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1,1.5659411,0.956,0.6098864
NS(=O)(=O)c1ccc2c(C(=O)NCC(O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,-0.08698997,-0.6904,0.6034397
COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1,-0.13946398,0.4639,0.60333115
Cc1ccc(Oc2ccc(Nc3ncnc4cccc(OC(C)C(=O)N(C)CCO)c34)cc2C)cn1,1.3822821,0.7793,0.60298526
CCSc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,-0.637967,-0.03854,0.5994233
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccc(Cl)cc3)n2)cc1,0.28907374,0.8833,0.5942271
O=C(NC(Cc1ccc(C#CCCNc2ccccn2)cc1)C(=O)O)c1c(Cl)cccc1Cl,-1.7486668,-1.157,0.5914402
Cc1ncccc1Oc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C,1.3385538,0.75,0.5885538
Cc1nc2nc(NC(=O)c3ccc(F)cc3)nn2c(O)c1Cc1ccccc1,-0.060752966,-0.648,0.58719623
CCC(N)C(=O)NC(C#N)Cc1ccc(-c2ccccc2)cc1,0.28907374,-0.2947,0.58375144
CCCS(=O)(=O)c1ccc(C(CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)N2CCCCCC2)cc1,0.9187618,0.337,0.5818477
Cc1ccc(Cl)c(Nc2ccnc(Nc3ccc(OCC(O)CN(C)C)cc3)n2)c1,0.28907374,0.866,0.57713723
O=C(NCC1CCCCCC1)c1cc(-c2cccnc2N2CCC(C(=O)O)CC2)ccc1Cl,0.22785406,-0.3477,0.5755103
Cc1ccc(NC(=O)C2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1,1.4260105,0.8506,0.57542455
Cc1cc(C)nc(N)c1,-1.241418,-1.815,0.5740117
N#Cc1cccc(COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc2cccc(O)c2)c1,0.122906044,0.6953,0.5724065
CC(NC(=O)c1cccnc1Oc1ccccc1)c1ccccc1,0.5601894,1.129,0.5687168
CCN(CC)CCn1c2ccccc2c2cnc(N)c(C#N)c21,0.3765304,-0.1897,0.5662277
CNc1cccc(CCOc2ccc(CC(NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,-2.1159847,-1.55,0.56618
CN(C)C(=O)NC1CCC(CCN2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)CC1,-1.7923951,-1.231,0.5609498
COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,0.97123575,0.4111,0.56010294
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cc3ccncc3)cc2)cc1,0.46398708,1.022,0.5584738
Oc1cc(-c2ccccc2)nc2ccccc12,0.23659973,0.7944,0.55783385
Cc1ccc(NC(=O)c2cccc(OCC(C)C)c2)cc1C(=O)Nc1cccnc1,0.47273275,1.028,0.55558753
CNc1cccc(CCOc2ccc(CC(NC(=O)c3ccc(F)cc3Cl)C(=O)O)cc2)n1,-2.0197825,-1.469,0.55103254
Cc1onc(C(N)=O)c1C(=O)Nc1nccs1,-0.559256,-1.107,0.54816586
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O,-0.41057965,-0.958,0.54742813
N#Cc1ccc(OC2CCN(CC(O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)cc1Cl,0.25409105,0.794,0.5398543
COc1ccc2ncc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,-0.70793235,-0.17,0.5378884
CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,0.9100161,0.3726,0.5374575
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccc(F)cc12,1.4522475,0.915,0.53720844
Cc1cc2n[nH]c(=O)n2c2cc(-c3ccc[nH]3)ccc12,0.8925248,0.359,0.53363806
CCOC(=O)C(Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1,0.4552414,0.988,0.5325515
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2cc(F)cc(F)c2)N2CCN(S(C)(=O)=O)CC2)CC1,-0.89159137,-0.3596,0.5319722
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,0.7963224,0.2668,0.5294767
Nc1cc2n[nH]c(=O)n2c2cc(-c3ccc[nH]3)ccc12,0.026703708,-0.502,0.52865684
CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccccc2)n1,-0.28814033,-0.813,0.524848
CSc1ccc(OCc2ccccc2)c(C(=O)Nc2ccc(C(=O)O)cn2)c1,-0.585493,-1.108,0.5229054
CCN(CC)S(=O)(=O)c1ccc(-c2nnc(SCC(=O)N3CCc4ccccc43)o2)cc1,1.4260105,0.904,0.5222019
CNc1cccc(CCOc2ccc(CC(NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2C)n1,-1.6874471,-1.166,0.52143145
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC(O)C3)c(Cc3c[nH]c4ncccc34)sc21,-0.48929065,0.02728,0.51657337
COc1ccc(-c2cc(O)c3cc(Cl)ccc3n2)cc1,0.3765304,0.888,0.5116532
Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,0.81381375,0.3035,0.51034695
O=C(NCCNC(=O)c1cn(-c2ccccc2)nc1C(F)(F)F)c1ccc(Cl)cn1,1.3385538,0.835,0.50359285
O=c1cc(O)oc2c1c(=O)n(Cc1ccccc1)c1ccccc21,-0.26190332,-0.765,0.50323343
CNc1cccc(CCOc2ccc(CC(NC(=O)c3ccccc3Cl)C(=O)O)cc2)n1,-2.2559154,-1.755,0.5010326
COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,1.4260105,0.9287,0.49729955
COc1cncc(NC(=O)c2cc(NC(=O)c3cccc(C(C)(C)C#N)c3)ccc2C)c1,0.6738831,1.166,0.49213254
O=C(NCc1ccccc1)c1cccnc1Oc1ccccc1,0.6389004,1.131,0.49195898
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,0.46398708,-0.0278,0.4917886
COc1cc(F)ccc1-c1cncc(CNCC2CC2)n1,-0.41057965,-0.899,0.48834613
CC(CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)c(=O)[nH]c12,0.18412572,-0.297,0.48124486
Cn1c(CN2CCN(c3ccccc3)CC2)nc2ccccc21,0.7351028,0.255,0.48021996
O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,-0.08698997,0.3926,0.4795681
O=C(COCc1ccncc1)N1CCC(F)(c2ccc(Cl)cc2)CC1,0.6651374,1.145,0.47939384
CC(=O)c1cc2ccc(O)cc2oc1=O,-1.2239267,-0.7495,0.47441494
CC1(c2ccc(Cl)c(Cl)c2)CC(=O)NC(N)=N1,-0.59423864,-1.067,0.47314417
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,0.71761143,1.1875,0.46988857
O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,-0.38434264,0.0827,0.46704528
CC(CCc1ccc(-c2ccc(Cl)cc2)cc1)(C(=O)NO)S(C)(=O)=O,0.11416038,-0.3447,0.45888695
