Drug,y_true,logit,prob,pred_mcc,pred_prev
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,0.0,-2.256,0.0948,0,0
CCCCNCC1COc2cccc(OCC)c2O1,1.0,1.977,0.8784,1,1
CCCCNCC1COc2ccccc2O1,1.0,1.653,0.8394,1,1
CC(C)CCNCC1COc2ccccc2O1,1.0,1.733,0.8496,1,1
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0.0,0.641,0.655,1,1
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,0.0,-1.977,0.12164,0,0
CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(=O)C(=C(N)O)C(=O)C(N(C)C)C3C(O)C21,0.0,-2.678,0.0643,0,0
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3C(O)C12,0.0,-3.332,0.0345,0,0
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(O)C3CC12,0.0,-2.07,0.11206,0,0
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(ccc(N)c4O)CC3CC12,0.0,-2.287,0.0922,0,0
CN(C)C1C(=O)C(=C(O)NCO)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,0.0,-2.031,0.11597,0,0
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(O)C3CC12,0.0,-2.422,0.08154,0,0
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc([N+](=O)[O-])c4CC3CC12,0.0,-1.908,0.1292,0,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOC)C(C)C(O)C1(C)O,0.0,-3.893,0.01999,0,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O,0.0,-3.486,0.02971,0,0
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1,0.0,-3.416,0.0318,0,0
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1,0.0,-3.525,0.0286,0,0
CN1CCN2c3ccccc3Cc3ccccc3C2C1,1.0,1.773,0.855,1,1
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,1.0,0.0897,0.5225,1,1
CN(C)CCCN1c2ccccc2CC(=O)c2ccccc21,1.0,1.805,0.859,1,1
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.0,1.576,0.8286,1,1
O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.0,1.15,0.76,1,1
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,1.0,1.238,0.7754,1,1
COC12CCC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,1.0,1.32,0.789,1,1
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,0.0,1.565,0.827,1,1
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSC(F)(F)F)C2SC1,0.0,-3.303,0.0355,0,0
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSC=CC#N)C2SC1,0.0,-3.018,0.04666,0,0
COC1(NC(=O)CSCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,0.0,-3.312,0.03516,0,0
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,0.0,-1.85,0.136,0,0
O=C(O)c1cc(=O)c2ccccc2o1,1.0,0.81,0.692,1,1
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1,1.0,-0.1757,0.4563,1,0
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,1.0,-0.00969,0.4976,1,0
CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,0.0,-2.545,0.07275,0,0
Cc1cccc(Cc2cnc[nH]2)c1C,1.0,-0.1733,0.4568,1,0
O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,1.0,1.116,0.753,1,1
NC(=O)C1c2ccccc2CCc2ccccc21,1.0,0.656,0.658,1,1
CN(C)C(=O)COC1c2ccccc2CCc2ccccc21,1.0,0.5117,0.625,1,1
CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,1.0,1.578,0.829,1,1
Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,1.0,1.526,0.822,1,1
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,0.0,-2.684,0.06396,0,0
C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,1.0,0.2346,0.558,1,1
C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.0,0.3809,0.5938,1,1
CNCCC=C1c2ccccc2C(C)(C)c2ccccc21,1.0,1.753,0.8525,1,1
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,1.0,1.726,0.849,1,1
CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1.0,1.313,0.788,1,1
Nc1cc(OCC2CC2)c(C(=O)NC2CN3CCC2CC3)cc1Cl,1.0,1.12,0.754,1,1
COC1(NC(=O)CSC(F)(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,0.0,-3.541,0.02817,0,0
O=C1CCNc2ccc(Cl)cc2N1c1ccccc1,1.0,1.131,0.7563,1,1
CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1.0,0.3464,0.586,1,1
c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1,1.0,1.552,0.825,1,1
Cc1ccc(Cc2ccccc2)c(N2CCNCC2)c1,1.0,1.605,0.8325,1,1
CN1CCN(c2ccccc2Cc2ccccc2)CC1,1.0,1.444,0.809,1,1
CC12CCCCCC(Cc3ccc(O)cc31)C2N,1.0,1.498,0.8174,1,1
Cc1cc2c(s1)=Nc1ccc(F)cc1NC=2N1CCN(C)CC1,1.0,1.226,0.773,1,1
Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,1.0,1.205,0.7695,1,1
CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,1.0,1.579,0.829,1,1
C1=C(CC2=NCNC2)CCc2ccccc21,1.0,1.943,0.8745,1,1
C#CC1(O)CCC2C3CCC4=Cc5c(cnn5-c5ccc(F)cc5)CC4(C)C3CCC21C,1.0,0.1076,0.527,1,1
CN(C)Cc1ccc(CSCCNC2N=CC=C2[N+](=O)[O-])o1,0.0,1.442,0.809,1,1
C=C1CC2C3C=CC4=CC(=O)CCC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,1.0,0.231,0.5576,1,1
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C=CSc3n[nH]c(=O)c(=O)n3CC=O)CSC12)c1csc(N)n1,0.0,-4.297,0.01342,0,0
CN(C)CCON=C1c2ccccc2CCc2ccccc21,1.0,1.541,0.8237,1,1
Cc1cccc(Cl)c1NC(=O)C=C1SCC(=O)N1C,1.0,-0.4905,0.38,1,0
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,1.0,1.468,0.8125,1,1
Cc1oc(=O)oc1COC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,0.0,-1.705,0.1538,0,0
Cc1cnn(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0,-3.049,0.04526,0,0
CN1C2CCC1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2,1.0,1.427,0.806,1,1
CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,1.0,0.8896,0.7085,1,1
O=C(NCCCOc1cccc(CN2CCCCC2)c1)c1ccccc1,1.0,1.508,0.8184,1,1
CC(=C(CCOC(=O)c1ccccc1)SSC(CCOC(=O)c1ccccc1)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,1.0,-0.2264,0.4436,1,0
O=C(c1ccccn1)N1CCN(Cc2ccccc2)CC1,1.0,0.8677,0.704,1,1
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,0.0,-0.7715,0.3162,1,0
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)COC(=O)C2CC2)O1,1.0,0.623,0.651,1,1
O=C1C=CC=CC1=C1NN=CO1,1.0,0.6167,0.65,1,1
O=C1CCC(C(=O)NC2CC2c2ccccc2)N1,1.0,0.4722,0.616,1,1
CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,1.0,1.574,0.8286,1,1
O=C1NC(=O)C2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)C(CN3CCCC3)C2)N1,0.0,-0.412,0.3984,1,0
CC1(C)NC(=O)C(C=Cc2ccccc2)O1,1.0,0.6978,0.6675,1,1
COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,1.0,-4.09,0.01646,0,0
O=c1[nH]c2ccccc2c(=O)n1CCN1CC2CC(c3ccc(F)cc3)C2C1,1.0,0.698,0.6675,1,1
Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O,1.0,-1.087,0.2522,1,0
Fc1ccc(-c2ccc(CN3CCN(c4cccc5ccoc45)CC3)[nH]2)cc1,1.0,1.025,0.7363,1,1
Cn1nc(-c2cccnc2)nc1-c1ccccc1CO,1.0,-1.116,0.2466,1,0
OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1,1.0,1.794,0.8574,1,1
CCC1(c2ccccc2)OCC(C2CCCCN2)O1,1.0,1.016,0.734,1,1
OC(CCCN1CCc2c(c3cc(F)ccc3n2-c2ccc(F)cc2)C1)c1ccc(F)cc1,1.0,0.6123,0.6484,1,1
Oc1ccc2c(c1)C13CCCCC1C(C2)N(CCc1ccccc1)CC3,1.0,1.717,0.8477,1,1
CC(Cc1ccccc1)[N+](C)([O-])Cc1ccccc1,1.0,0.8755,0.7056,1,1
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0.0,1.825,0.8613,1,1
Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1,1.0,0.983,0.728,1,1
Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CC1)CC3,1.0,1.675,0.8423,1,1
CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1,1.0,1.689,0.844,1,1
CN(C)CC1COC2(O1)c1ccccc1COc1ccccc12,1.0,1.899,0.87,1,1
CSc1ccc2c(c1)N(CCC1CCCNC1)c1ccccc1S2,1.0,1.624,0.8354,1,1
Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1,1.0,0.7554,0.68,1,1
Fc1ccc2[nH]c3c(c2c1)CN(CCCc1cccnc1)CC3,1.0,0.9478,0.7207,1,1
c1csc(Cc2ccccc2OCC2CNCCO2)c1,1.0,1.901,0.87,1,1
