Drug,y_true,y_pred,error
CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C1CCCN1C(=O)C(N)Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)O,-0.17098302,-0.116,0.054955184
CC(C)C(CCC(C)C1CCC2C3C(O)CC4CC(NCCCNCCCCN)CCC4(C)C3CCC12C)OS(=O)(=O)O,-0.17248632,-0.11804,0.054444328
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,-0.015767343,-0.06915,0.05338549
CC(=N)N1CCC(Oc2ccc(C(Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,-0.122877434,-0.0696,0.053297356
CN1CCN2c3ccccc3Cc3ccccc3C2C1,0.33562893,0.2837,0.05193752
CC12CCCCCC(Cc3ccc(O)cc31)C2N,0.029331643,-0.02184,0.05116697
NC(=S)NN=Cc1ncccc1N,-0.16572148,-0.11835,0.047374308
CC(C)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccc3ccccc3c2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O,-0.1736138,-0.1271,0.046538606
N=C(N)c1ccc(C(=O)NC(Cc2ccc(O)cc2)C(=O)N2CCC(OCC(=O)O)CC2)cc1,-0.17023137,-0.1287,0.041569263
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,-0.045833334,-0.0836,0.03778483
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,-0.14918518,-0.1124,0.036758423
Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,-0.16271487,-0.1265,0.036250025
COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,-0.17398962,-0.1401,0.033852905
COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CC1Cc3cc(OC)c(OC)cc31)CC2,-0.11874336,-0.08514,0.033599317
Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,-0.13978955,-0.1062,0.03358838
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,-0.17737205,-0.1451,0.03223045
Cc1ncc(CO)c(CO)c1O,-0.15632585,-0.1263,0.029983073
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,-0.034558587,-0.00522,0.02934008
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3Cn4cnc[n+]4C3)C(C)C12,-0.1736138,-0.1454,0.02822806
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2[nH+]c2ccccc12,-0.120998316,-0.09296,0.028041773
COc1cc(C(=O)C(=O)N2CCCCC2C(=O)OC(CCCc2cccnc2)CCCc2cccnc2)cc(OC)c1OC,-0.13076976,-0.10345,0.02731517
O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,-0.14730605,-0.173,0.025667578
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,-0.17323798,-0.1478,0.025410831
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,-0.108971916,-0.08844,0.020531975
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,-0.10596532,-0.1262,0.020255387
Clc1cccc(Cl)c1NC1=NCCN1,-0.057108082,-0.0763,0.019185863
CC(C(O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,-0.15782915,-0.1393,0.018546924
Nc1nc2c(Cc3cccnc3)c[nH]c2c(=O)[nH]1,-0.13603131,-0.1208,0.0152427405
Cc1cc(F)ccc1C1CNCCN1C(=O)N(C)C(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-0.03831684,-0.02322,0.0150929615
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,-0.015767343,-0.004517,0.011250742
CC(C)NCC(O)COc1cccc2ccccc12,-0.06462458,-0.05377,0.010852605
O=C(NCCO[N+](=O)[O-])c1cccnc1,-0.12851481,-0.1387,0.010157064
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,-0.17737205,-0.1683,0.009037092
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,-0.17624457,-0.1674,0.008886173
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,-0.049591582,-0.0573,0.0077204295
CC(C)(C)C(NC(=O)C(CC1CCCC1)CN(O)C=O)C(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,-0.13978955,-0.1322,0.007587403
Cc1ccc(C(=O)N(CCCN)C(c2nc3snc(C)c3c(=O)n2Cc2ccccc2)C(C)C)cc1,0.07217568,0.07886,0.0066817403
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cn3ccc(=N)n3CCO)CSC12)c1csc(N)n1,-0.16985555,-0.1655,0.004328206
OCc1cc(C(O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,-0.09168397,-0.08936,0.0023285002
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,-0.17624457,-0.178,0.0017339438
