Drug,y_true,logit,prob,pred_mcc,pred_prev
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,0.0,-4.246,0.01412,0,0
CCc1c(O)c(=O)ccn1CCO,0.0,0.22,0.5547,1,1
CCc1c(O)c(=O)ccn1CCCCO,0.0,0.669,0.6616,1,1
CCn1ccc(=O)c(O)c1C,1.0,0.987,0.7285,1,1
CCCCn1ccc(=O)c(O)c1C,1.0,1.41,0.8037,1,1
CCCCCn1ccc(=O)c(O)c1C,1.0,1.418,0.805,1,1
Cc1c(O)c(=O)ccn1CCCO,0.0,0.1566,0.539,1,1
CCc1c(O)c(=O)ccn1CC,1.0,0.9556,0.722,1,1
Clc1cccc(Cl)c1NC1=NCCN1,1.0,1.51,0.8193,1,1
Fc1cccc(Br)c1NC1=NCCN1,1.0,0.9634,0.7236,1,1
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,0.0,-3.287,0.036,0,0
CCCCNCC1COc2cccc(OCC)c2O1,1.0,2.506,0.9243,1,1
CCCCNCC1COc2ccccc2O1,1.0,2.236,0.904,1,1
CC(C)CCNCC1COc2ccccc2O1,1.0,1.342,0.7925,1,1
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0.0,2.129,0.8936,1,1
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,0.0,-6.53,0.001454,0,0
CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(=O)C(=C(N)O)C(=O)C(N(C)C)C3C(O)C21,0.0,-4.78,0.008316,0,0
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3C(O)C12,0.0,-4.777,0.00835,0,0
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(O)C3CC12,0.0,-6.734,0.001187,0,0
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(ccc(N)c4O)CC3CC12,0.0,-4.23,0.014336,0,0
CN(C)C1C(=O)C(=C(O)NCO)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,0.0,-6.184,0.002058,0,0
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(O)C3CC12,0.0,-4.516,0.01082,0,0
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc([N+](=O)[O-])c4CC3CC12,0.0,-4.254,0.01401,0,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOC)C(C)C(O)C1(C)O,0.0,-4.81,0.008095,0,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O,0.0,-4.36,0.01263,0,0
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1,0.0,-4.906,0.007347,0,0
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1,0.0,-4.758,0.008514,0,0
CN1CCN2c3ccccc3Cc3ccccc3C2C1,1.0,2.791,0.942,1,1
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,1.0,1.133,0.7563,1,1
CN(C)CCCN1c2ccccc2CC(=O)c2ccccc21,1.0,1.763,0.8535,1,1
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.0,1.268,0.7803,1,1
O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.0,1.176,0.764,1,1
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,1.0,1.731,0.8496,1,1
COC12CCC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,1.0,1.657,0.84,1,1
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,0.0,2.387,0.916,1,1
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSC(F)(F)F)C2SC1,0.0,-5.04,0.006435,0,0
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSC=CC#N)C2SC1,0.0,-5.785,0.003063,0,0
COC1(NC(=O)CSCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,0.0,-5.77,0.00311,0,0
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,0.0,-4.46,0.01142,0,0
O=C(O)c1cc(=O)c2ccccc2o1,1.0,1.433,0.8076,1,1
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1,1.0,1.832,0.862,1,1
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,1.0,1.314,0.788,1,1
CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,0.0,-4.703,0.00899,0,0
Cc1cccc(Cc2cnc[nH]2)c1C,1.0,1.051,0.7407,1,1
O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,1.0,1.236,0.7744,1,1
NC(=O)C1c2ccccc2CCc2ccccc21,1.0,1.272,0.7812,1,1
CN(C)C(=O)COC1c2ccccc2CCc2ccccc21,1.0,1.974,0.8784,1,1
CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,1.0,1.109,0.752,1,1
Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,1.0,0.878,0.706,1,1
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,0.0,-4.61,0.00986,0,0
C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,1.0,1.308,0.787,1,1
C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.0,1.613,0.834,1,1
CNCCC=C1c2ccccc2C(C)(C)c2ccccc21,1.0,1.739,0.8506,1,1
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,1.0,1.445,0.8096,1,1
CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1.0,1.1875,0.7666,1,1
Nc1cc(OCC2CC2)c(C(=O)NC2CN3CCC2CC3)cc1Cl,1.0,-4.086,0.01653,0,0
COC1(NC(=O)CSC(F)(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,0.0,-4.766,0.008446,0,0
O=C1CCNc2ccc(Cl)cc2N1c1ccccc1,1.0,2.096,0.8906,1,1
CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1.0,2.174,0.8984,1,1
c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1,1.0,1.201,0.7686,1,1
Cc1ccc(Cc2ccccc2)c(N2CCNCC2)c1,1.0,2.201,0.9004,1,1
CN1CCN(c2ccccc2Cc2ccccc2)CC1,1.0,1.772,0.855,1,1
CC12CCCCCC(Cc3ccc(O)cc31)C2N,1.0,1.667,0.8413,1,1
Cc1cc2c(s1)=Nc1ccc(F)cc1NC=2N1CCN(C)CC1,1.0,-3.074,0.04416,0,0
Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,1.0,-3.24,0.03766,0,0
CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,1.0,1.4,0.8027,1,1
C1=C(CC2=NCNC2)CCc2ccccc21,1.0,2.008,0.8813,1,1
C#CC1(O)CCC2C3CCC4=Cc5c(cnn5-c5ccc(F)cc5)CC4(C)C3CCC21C,1.0,-2.574,0.07086,1,0
CN(C)Cc1ccc(CSCCNC2N=CC=C2[N+](=O)[O-])o1,0.0,1.359,0.7954,1,1
C=C1CC2C3C=CC4=CC(=O)CCC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,1.0,1.314,0.788,1,1
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C=CSc3n[nH]c(=O)c(=O)n3CC=O)CSC12)c1csc(N)n1,0.0,-5.164,0.005688,0,0
CN(C)CCON=C1c2ccccc2CCc2ccccc21,1.0,1.285,0.7837,1,1
Cc1cccc(Cl)c1NC(=O)C=C1SCC(=O)N1C,1.0,1.727,0.849,1,1
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,1.0,1.876,0.867,1,1
Cc1oc(=O)oc1COC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,0.0,-4.785,0.00828,0,0
Cc1cnn(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0,-6.027,0.002407,0,0
CN1C2CCC1CC(NC(=O)c1cn(C3CCCCC3)c3ccccc3c1=O)C2,1.0,1.734,0.8496,1,1
CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,1.0,-1.965,0.123,1,0
O=C(NCCCOc1cccc(CN2CCCCC2)c1)c1ccccc1,1.0,1.744,0.851,1,1
CC(=C(CCOC(=O)c1ccccc1)SSC(CCOC(=O)c1ccccc1)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,1.0,-2.553,0.0722,1,0
O=C(c1ccccn1)N1CCN(Cc2ccccc2)CC1,1.0,1.824,0.8613,1,1
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12,0.0,-5.336,0.004795,0,0
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)COC(=O)C2CC2)O1,1.0,1.809,0.859,1,1
O=C1C=CC=CC1=C1NN=CO1,1.0,1.209,0.77,1,1
O=C1CCC(C(=O)NC2CC2c2ccccc2)N1,1.0,1.124,0.7544,1,1
CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,1.0,2.01,0.882,1,1
O=C1NC(=O)C2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)C(CN3CCCC3)C2)N1,0.0,0.14,0.535,1,0
CC1(C)NC(=O)C(C=Cc2ccccc2)O1,1.0,1.389,0.801,1,1
COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,1.0,-5.47,0.0042,0,0
O=c1[nH]c2ccccc2c(=O)n1CCN1CC2CC(c3ccc(F)cc3)C2C1,1.0,1.254,0.7783,1,1
Cc1c(C)c2ccc(OCc3nnc(C(C)C)s3)cc2oc1=O,1.0,1.62,0.8345,1,1
Fc1ccc(-c2ccc(CN3CCN(c4cccc5ccoc45)CC3)[nH]2)cc1,1.0,1.777,0.8555,1,1
Cn1nc(-c2cccnc2)nc1-c1ccccc1CO,1.0,1.618,0.8345,1,1
OCCN1CCN(C2CC(c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1,1.0,0.9146,0.714,1,1
CCC1(c2ccccc2)OCC(C2CCCCN2)O1,1.0,1.916,0.8716,1,1
OC(CCCN1CCc2c(c3cc(F)ccc3n2-c2ccc(F)cc2)C1)c1ccc(F)cc1,1.0,1.788,0.857,1,1
Oc1ccc2c(c1)C13CCCCC1C(C2)N(CCc1ccccc1)CC3,1.0,1.713,0.847,1,1
CC(Cc1ccccc1)[N+](C)([O-])Cc1ccccc1,1.0,1.8955,0.869,1,1
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0.0,2.725,0.9385,1,1
Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1,1.0,2.139,0.8945,1,1
Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CC1)CC3,1.0,2.309,0.909,1,1
CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1,1.0,1.758,0.8535,1,1
CN(C)CC1COC2(O1)c1ccccc1COc1ccccc12,1.0,1.328,0.7905,1,1
CSc1ccc2c(c1)N(CCC1CCCNC1)c1ccccc1S2,1.0,1.843,0.8633,1,1
Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1,1.0,1.524,0.8213,1,1
Fc1ccc2[nH]c3c(c2c1)CN(CCCc1cccnc1)CC3,1.0,0.936,0.7183,1,1
c1csc(Cc2ccccc2OCC2CNCCO2)c1,1.0,2.56,0.928,1,1
