Drug,y_true,y_pred,error
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,0.58279836,0.335,0.24783742
N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cc1,-1.1980687,-0.9736,0.22443593
N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1cc(Cl)c(F)cc1-c1ccnnc1,0.6777244,0.454,0.22362286
CCN(CC)S(=O)(=O)c1ccc(-c2nnc(SCC(=O)N3CCc4ccccc43)o2)cc1,0.6817354,0.4583,0.22348344
O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,0.48586676,0.2651,0.22073004
CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F,0.67705595,0.4624,0.21465361
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,0.25323096,0.4666,0.21332178
c1ccc2c(c1)CCCC2Nc1nc2ccccc2[nH]1,0.6583381,0.4536,0.20472485
COC(=O)NC(C)C#Cc1cnc(Oc2ccc(OC(C)C)cc2)s1,0.68240386,0.4788,0.2036441
N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(C(F)(F)F)cc1-c1ccnnc1,0.66569155,0.4688,0.19694155
CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,0.20242545,0.3967,0.19430307
N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1,0.6549957,0.4612,0.19381404
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,0.30804744,0.4944,0.18633732
COc1ccc(-c2c(C(=O)N3CCCC3CO)cc3cccnn23)cc1,-0.026867868,-0.211,0.1841917
CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCCN(C)CC1,0.5961682,0.4158,0.18039674
COc1ccc(OC)c(CNC(=O)c2cccnc2Oc2ccccc2)c1,0.6917628,0.5117,0.18004405
N#Cc1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,0.61221206,0.4385,0.1737355
c1ccc2[nH]c(CCCc3nc4ccccc4[nH]3)nc2c1,0.6844094,0.511,0.17317891
Cc1ccc(S(=O)(=O)N2N=Cc3ccccc3B2O)cc1,0.14627199,0.3157,0.16940184
CCc1ccc(OCC(=O)O)c(-c2ccc(S(C)(=O)=O)cc2)c1,0.32542828,0.4902,0.1648061
O=C(NC(Cc1ccc(Cl)cc1)C(=O)N1CCC(Cn2cncn2)(C2CCCCC2)CC1)C1Cc2ccccc2CN1,0.6583381,0.4983,0.16004711
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)Cc1ccnc(F)c1,0.6389518,0.48,0.15897131
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C)c1,0.6857464,0.5273,0.15840262
O=C(Nc1ccc(Cl)c(C(=O)Nc2cccnc2)c1)c1cccc(C(F)(F)F)c1,0.68507785,0.5317,0.15333956
Nc1ncnc2c1ncn2C1OC(CSCCCNC(=O)NCc2ccccc2)C(O)C1O,-0.32434756,-0.1758,0.1485663
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C2COCCN2)c1,0.5981737,0.4524,0.1457811
O=C(O)COc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,0.52597636,0.3804,0.14560527
Nc1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,0.55873257,0.4155,0.14320523
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.671708,0.5327,0.13899314
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)NCCO)ccc12,-0.12246246,0.01534,0.13780516
O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cn3)c2)CC1)NC(c1ccc(F)cc1)c1ccc(F)cc1,0.66970253,0.5347,0.13503456
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2C2CCOC2)cc1,0.21312135,0.0861,0.12700075
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C(F)(F)F)c1,0.6028531,0.4773,0.1255582
O=C(CCS(=O)(=O)c1ccc(Br)cc1)NCCc1ccccc1,0.43773523,0.56,0.122323364
COc1ccc(NC(=O)c2ccnc(N)n2)cc1,-1.2301564,-1.109,0.12078142
N#CC1=C2C(=NC1=O)c1cccc3c(N4CCSCC4)ccc2c13,0.61221206,0.493,0.11929214
O=C(Nc1ccc(Cl)c(C(=O)Nc2cccnc2)c1)c1cccc(Cl)c1,0.59082025,0.476,0.114746034
O=c1cc(O)oc2c1c(=O)n(-c1ccccc1)c1ccccc21,0.58279836,0.4714,0.111362815
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(F)c1,0.37890777,0.488,0.10912934
Cc1ncccc1Oc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C,0.6523217,0.5474,0.104958415
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(N)c(Cl)c1,0.5981737,0.4937,0.104521334
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2C2CCCC2)cc1,0.562075,0.46,0.10211408
CN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(=O)[nH]1,0.32542828,0.427,0.101573676
COc1cncc(NC(=O)c2cc(NC(=O)c3cccc(C(C)(C)C#N)c3)ccc2C)c1,0.53734076,0.4414,0.09593451
CS(=O)(=O)c1ccc2c(C(=O)NCC(O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,0.058030825,0.1538,0.095777765
Cc1ccc(NC(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1C(=O)Nc1cccnc1,0.6255819,0.5303,0.09530848
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,-0.5643368,-0.6567,0.092401505
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,0.54870516,0.459,0.089720786
CC1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,0.56809145,0.4797,0.088355124
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,0.4190174,0.5054,0.08635369
CCN(C(=O)c1ccc(-c2ccc(Cl)cc2)o1)c1ccc(N2CCNCC2)cc1,0.42570233,0.509,0.08308673
CNS(=O)(=O)c1ccc2c(C(=O)NCC(O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,0.1342391,0.216,0.081703275
CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,0.62357646,0.5425,0.08109599
O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,0.57143396,0.4937,0.07778162
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OC(C)C(=O)O)c(C)c1,0.42570233,0.503,0.077227354
O=c1nc(N2CCOCC2)cc(N(CCO)Cc2cccc3ccccc23)[nH]1,-0.22741596,-0.1548,0.07263081
CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccn2)CC1,0.6536587,0.581,0.072604
CC(C)(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1C#N,0.5553901,0.4883,0.06710887
COc1ccc(CC(N)C(=O)NC(Cc2ccccc2C)C(N)=O)cc1,-1.700776,-1.636,0.06503379
N#Cc1ccc(F)c(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,0.50926405,0.4448,0.06443983
CCN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(=O)[nH]1,0.46581194,0.5273,0.061531812
CCOc1ccc(-n2c(C(C)N(Cc3cccnc3)C(=O)Cc3ccc(C(F)(F)F)cc3)nc3ccccc3c2=O)cc1,0.67371345,0.615,0.05847907
O=c1[nH]c2c(O)ccc(C(O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,-0.47208464,-0.5303,0.058188796
Cc1c(Cl)ccc(OC2CCN(CC(O)CNC(=O)c3c[nH]c(=O)c4ccc(S(C)(=O)=O)cc34)CC2)c1Cl,0.19172956,0.1338,0.057940498
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccc(F)cc12,0.37155434,0.3174,0.054171532
CCN(CC)CCn1c2ccccc2c2cnc(N)c(C#N)c21,0.030622585,0.08356,0.052934542
CC(Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ncc(F)cn1,0.32542828,0.3782,0.05274555
O=C1NC(=O)C(=Cc2cccc(Cl)c2N2CCNCC2)S1,0.18103366,0.232,0.051022008
CC(NC(=O)c1cc2ccccc2[nH]1)c1ccccc1,0.55873257,0.5127,0.046037257
Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,0.34949404,0.393,0.043572366
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,0.42570233,0.467,0.041338682
CS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,0.53734076,0.4995,0.03782904
O=C(NCc1ccccn1)c1cc(-c2ccccc2)nc2ccccc12,0.6182285,0.5835,0.0347324
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,0.52597636,0.4998,0.0262205
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)cc1,0.52196544,0.5,0.021965444
Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1C(=O)Nc1cnc(N)c(Cl)c1,0.44375166,0.423,0.02065596
Cc1ccc(NC(=O)C2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1,0.562075,0.5454,0.016664863
O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,-0.15655564,-0.1401,0.016418919
O=P(c1ccccc1)(c1ccccc1)N(Cc1ccccn1)c1cccnc1,0.54870516,0.56,0.011353433
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2CCC(=O)O)c(C)c1,0.5339983,0.524,0.010072529
O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1,0.52597636,0.522,0.0040037036
