Drug,y_true,logit,prob,pred_mcc,pred_prev
CCCCCCCC1OC(=O)CC(O)C(Cc2ccccc2)N(C)C(=O)C(C)OC(=O)C1C,1.0,-0.02255,0.4941,1,1
CCCCC1OC(=O)CC(OCOC)C(Cc2ccccc2)N(C)C(=O)COC(=O)C1C,1.0,-1.111,0.2476,1,1
CCCCCCCC1OC(=O)CC(OCOC)C(Cc2ccccc2)N(C)C(=O)C(C)OC(=O)C1C,1.0,1.579,0.829,1,1
CCCCCCCC1OC(=O)CC(O)C(Cc2ccccc2)N(C)C(=O)COC(=O)C1C,1.0,-0.0794,0.4802,1,1
CCCCCCCC1OC(=O)CC(OCOC)C(Cc2ccccc2)N(C)C(=O)COC(=O)C1C,1.0,1.191,0.767,1,1
CCCCCCCC1CC(=O)OC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(O)CC(=O)O1,1.0,1.25,0.777,1,1
CCCCCCCC1CC(=O)OC(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(OCOC)CC(=O)O1,1.0,1.708,0.846,1,1
CC(C)C1OC(=O)C(C)C(C)OC(=O)CC(O)C(Cc2ccccc2)N(C)C1=O,1.0,-2.195,0.10016,0,0
COCOC1CC(=O)OC(C)C(C)C(=O)OC(C(C)C)C(=O)N(C)C1Cc1ccccc1,1.0,-1.597,0.1685,0,1
COc1ccc(Cl)cc1C(=O)NCCc1ccc(C(=O)O)cc1,0.0,-2.654,0.06573,0,0
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,1.0,-2.283,0.0925,0,0
NC(Cn1ccc(=O)c(O)c1)C(=O)O,0.0,-2.82,0.05624,0,0
Clc1cccc(Cl)c1NC1=NCCN1,0.0,-2.61,0.06854,0,0
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,1.0,-0.2078,0.4482,1,1
CC(C)C1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,0.0,-1.159,0.2388,0,1
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,1.0,-0.5386,0.3684,1,1
CCCNCC(O)c1oc2ccccc2c1CC,1.0,-2.283,0.0925,0,0
N#Cc1c2n(c3c(N4CCN(CCc5ccccc5)CC4)ncnc13)CCCC2,1.0,2.271,0.9062,1,1
N#Cc1c2n(c3c(N4CCN(CCc5ccccc5Cl)CC4)ncnc13)CCCC2,1.0,2.252,0.905,1,1
N#Cc1c2n(c3c(N4CCN(CCc5cccc(Cl)c5)CC4)ncnc13)CCCC2,1.0,2.084,0.8896,1,1
N#Cc1c2n(c3c(N4CCN(CCc5ccc(Cl)cc5)CC4)ncnc13)CCCC2,1.0,2.062,0.887,1,1
N#Cc1c2n(c3c(N4CCN(CCc5cccc([N+](=O)[O-])c5)CC4)ncnc13)CCCC2,1.0,1.538,0.823,1,1
N#Cc1c2n(c3c(N4CCN(CCc5ccc([N+](=O)[O-])cc5)CC4)ncnc13)CCCC2,1.0,1.518,0.8203,1,1
COc1cccc(CCN2CCN(c3ncnc4c(C#N)c5n(c34)CCCC5)CC2)c1,1.0,2.244,0.904,1,1
N#Cc1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2,1.0,1.898,0.87,1,1
N#Cc1c2n(c3c(N4CCN(CCc5ccccc5)CC4)nc(I)nc13)CCCC2,1.0,0.776,0.685,1,1
COC(=O)c1c2n(c3c(N4CCN(CCc5ccccc5)CC4)ncnc13)CCCC2,1.0,2.326,0.911,1,1
CCNC(=O)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2,1.0,1.902,0.87,1,1
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1.0,2.7,0.937,1,1
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(O)C3CC12,0.0,-2.008,0.1184,0,0
CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(=O)C(=C(N)O)C(=O)C(N(C)C)C3C(O)C21,0.0,-2.375,0.0851,0,0
C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,0.0,-1.321,0.2106,0,1
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.0,2.459,0.921,1,1
OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,0.0,-1.893,0.131,0,0
NC(=O)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1,0.0,-2.27,0.0937,0,0
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,0.0,-1.663,0.1593,0,1
O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,0.0,-2.434,0.0806,0,0
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,0.0,-2.654,0.06573,0,0
O=C1c2ccccc2C(=O)C1c1ccccc1,0.0,-2.729,0.0613,0,0
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,0.0,-2.852,0.0546,0,0
CC(C)C1(NC(=O)C2C=C3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,1.0,-0.7544,0.3198,1,1
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,0.0,-2.951,0.04968,0,0
CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23,0.0,-2.686,0.06384,0,0
CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,1.0,0.7583,0.6807,1,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,0.0,-2.508,0.0753,0,0
CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0.0,-3.814,0.02158,0,0
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,1.0,1.105,0.7515,1,1
CCOCC=Cc1ccc(-c2ncc(-c3ccc(N(CC)CC)cc3)[nH]2)cc1,1.0,3.115,0.958,1,1
CCCN(CCC)c1ccc(-c2cnc(-c3ccc(C=CCOCC)cc3)[nH]2)cc1,1.0,3.178,0.9595,1,1
CCOCC=Cc1ccc(-c2ncc(-c3ccc(NC(C)C)cc3)[nH]2)cc1,1.0,2.97,0.9517,1,1
CCOCC=Cc1ccc(-c2ncc(-c3ccc(NCC(C)C)cc3)[nH]2)cc1,1.0,2.89,0.9473,1,1
CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,1.0,-1.432,0.1927,0,1
c1ccc2c3c([nH]c2c1)C1C2CCC(C4CCCNC42)N1CC3,0.0,-2.553,0.0722,0,0
Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,1.0,2.135,0.8945,1,1
COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C,0.0,-2.87,0.05368,0,0
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,0.0,-2.488,0.0767,0,0
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,1.0,1.682,0.8433,1,1
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,0.0,1.412,0.8037,1,1
COc1cc(C(=O)C(=O)N2CCCCC2C(=O)OC(CCCc2cccnc2)CCCc2cccnc2)cc(OC)c1OC,1.0,1.936,0.8735,1,1
O=c1c2ccccc2n(CCCCN2CCOCC2)c2ccccc12,1.0,2.467,0.922,1,1
COc1cccc2c(=O)c3ccccc3n(CCCCN3CCOCC3)c12,1.0,3.14,0.959,1,1
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,0.0,-2.504,0.0756,0,0
OC(COc1ccccc1C(O)CCc1ccccc1)CN1CCOCC1,1.0,1.394,0.8013,1,1
COC(CCc1ccccc1)c1ccccc1OCC(O)CN1CCOCC1,1.0,2.512,0.925,1,1
COc1cccc(CCc2ccccc2OCCCCN2CCc3ccccc3C2)c1,1.0,2.914,0.948,1,1
COc1cccc(CCc2ccccc2OCCCCN2CCc3cc(OC)c(OC)cc3C2)c1,1.0,3.076,0.956,1,1
COc1cc(C=CC2=C(N3CCCC3)CN3CCN2CC3)cc(OC)c1OC,0.0,-0.69,0.3342,1,1
C=C1c2cccc(OCC(O)CN3CCCCC3)c2C(=O)C1c1ccccc1,1.0,3.074,0.956,1,1
COc1cc(C=CC(=O)N2CCN(CC(=O)O)CC2)cc(OC)c1OC,0.0,-2.555,0.0721,0,0
O=C(CCc1cccc2ccccc12)c1ccccc1OCC(O)CN1CCC(O)(c2ccccc2)CC1,1.0,2.832,0.945,1,1
O=C(CCc1ccccc1)c1cc(Oc2ccccc2)ccc1OCC(O)CN1CCN(Cc2ccccc2)CC1,1.0,2.928,0.949,1,1
O=C(CCc1ccccc1)c1ccccc1OCCCCCCN1CCCCC1,1.0,2.729,0.9385,1,1
O=C(CCc1ccccc1)c1ccccc1OCC(O)CNC1CCCCC1,1.0,2.508,0.925,1,1
COc1ccccc1N1CCN(CC(=O)c2oc3ccccc3c2CCc2ccccc2)CC1,1.0,2.809,0.943,1,1
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0.0,-2.188,0.1009,0,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4ccccc34)cc1)CC2,1.0,2.541,0.927,1,1
COc1cc2c(cc1OC)CN(CCNC(=O)c1ccccc1NC(=O)c1ccc(-c3ccccc3)cc1)CC2,1.0,3.117,0.958,1,1
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)c3ccc4ccccc4n3)cc1)CC2,1.0,3.113,0.957,1,1
COc1cc2c(cc1OC)CN(Cc1ccc(NC(=O)c3ccccc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,1.0,3.158,0.959,1,1
Cc1ccc(C(=O)N2c3ccccc3C(N3CCN(Cc4ccccc4)CC3)C(O)C2C)cc1,1.0,1.928,0.873,1,1
O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCN(c2ccc(F)cc2)CC1,1.0,2.773,0.9414,1,1
O=C1OCc2cc3cccc(OC4OC(CO)C(O)C(O)C4O)c3c(O)c21,0.0,-2.281,0.0927,0,0
COc1c2c(cc3oc(-c4ccccc4)cc(=O)c13)OC(c1ccccc1)(c1ccccc1)O2,1.0,2.945,0.9497,1,1
CCOCC=Cc1ccc(-c2ncc(-c3ccc(N4CCOCC4)cc3)[nH]2)cc1,1.0,2.98,0.9517,1,1
COc1cccc(CCc2ccccc2OCCCCN2CCN(C)CC2)c1,1.0,2.037,0.8843,1,1
CCC(c1ccccc1)c1noc(CCN(CC)CC)n1,0.0,-2.02,0.1172,0,0
COc1cc(CC2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2C(C3)N(C)CC4)cc1OC,1.0,2.154,0.896,1,1
