Drug,y_true,y_pred,error
NS(=O)(=O)c1ccc2c(C(=O)NCC(O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,-0.70233166,-0.403,0.2992555
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl,-0.43649596,-0.142,0.2945282
CC(=O)c1cc2ccc(O)cc2oc1=O,-0.1445197,-0.43,0.28541195
O=C(NCc1ccccc1Cl)c1cccnc1Oc1ccccc1,0.028716581,-0.253,0.28164628
Nc1ccc(OCC(=O)O)c(-c2ccccc2)c1,-0.70233166,-0.4329,0.26947033
O=C(NCC1CCCCCC1)c1cc(-c2cccnc2N2CCC(C(=O)O)CC2)ccc1Cl,-0.23711915,-0.5,0.26288086
CS(=O)(=O)c1ccc2c(C(=O)NCC(O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,-0.6358728,-0.374,0.26184934
Cc1nc(CSc2nc(NC(C)CO)c3sc(=O)[nH]c3n2)cs1,-0.70233166,-0.4438,0.258484
N#CC1=C2C(=NC1=O)c1cccc3c(N4CCSCC4)ccc2c13,1.7748142,2.033,0.25838888
N#Cc1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,-0.70233166,-0.4446,0.25775158
CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,-0.6764127,-0.4238,0.25258458
Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,-0.70233166,-0.4536,0.24871838
NC(=O)c1c(OC2CCN(CC(O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)ccc(Cl)c1Cl,-0.5472608,-0.2993,0.24794441
N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1,-0.70233166,-0.4553,0.2470094
CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1,-0.70233166,-0.4583,0.24407971
O=c1[nH]c2c(O)ccc(C(O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,-0.21496618,0.02876,0.243729
O=C(O)c1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,-0.70233166,-0.4597,0.24261487
O=C(NS(=O)(=O)Cc1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-0.70233166,-0.4656,0.23675549
CS(=O)(=O)c1ccc2c(C(=O)NCC(O)CN3CCC(Oc4ccc(C#N)c(Cl)c4)CC3)c[nH]c(=O)c2c1,-0.70233166,-0.4697,0.2326051
COc1ccncc1-c1ccccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,0.4485155,0.2183,0.23025379
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,-0.56941384,-0.3516,0.21785134
O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,-0.70233166,-0.4893,0.21307385
O=C(O)Cc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-0.70233166,-0.4895,0.21282971
O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,-0.70233166,-0.4944,0.2079469
COc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,-0.5029549,-0.3,0.20290607
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(N)=O)c(C)c1,-0.70233166,-0.5063,0.195984
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(F)c1,-0.70233166,-0.5117,0.19061291
N#CC1(NC(=O)C2CCCCC2C(=O)N2CCN(c3nc4ccncc4s3)CC2)CC1,-0.37491068,-0.1846,0.19034037
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C)c1,-0.70233166,-0.5156,0.18670666
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,-0.70233166,-0.5186,0.18377697
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccc(F)cc12,-0.5915668,-0.4082,0.18336368
O=C(O)c1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,-0.6358728,-0.4592,0.17664427
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)cc1,-0.70233166,-0.526,0.17645276
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,-0.70233166,-0.5264,0.17596447
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,-0.70233166,-0.5303,0.17205822
N#Cc1ccc(OC2CCN(CC(O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)cc1Cl,-0.2925016,-0.4626,0.17014489
CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,-0.3164268,-0.4822,0.16575092
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,-0.70233166,-0.5444,0.15789807
CC1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,-0.30357808,-0.4548,0.1512559
O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,-0.70233166,-0.561,0.1412965
CNC(=O)c1cccc(NC(=O)Nc2cccc(C#N)c2)c1CN1CCC(Cc2ccc(F)cc2)CC1,-0.45864892,-0.3174,0.14126611
CNS(=O)(=O)c1ccc2c(C(=O)NCC(O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,-0.45864892,-0.3179,0.14077783
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,-0.6358728,-0.4958,0.14002317
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C(F)(F)F)c1,-0.6801787,-0.545,0.13525683
Cc1ccc(S(=O)(=O)N2N=Cc3ccccc3B2O)cc1,-0.45576903,-0.5903,0.134563
CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,-0.5472608,-0.415,0.13222176
COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,-0.08426361,-0.2153,0.13106842
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,-0.70233166,-0.5728,0.12957776
O=C(O)c1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-0.5915668,-0.4636,0.12794375
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OC(C)C(=O)O)c(C)c1,-0.70233166,-0.5747,0.12762463
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2CCC(=O)O)c(C)c1,-0.70233166,-0.575,0.12713635
Cc1c(Cl)ccc(OC2CCN(CC(O)CNC(=O)c3c[nH]c(=O)c4cc(S(C)(=O)=O)ccc34)CC2)c1Cl,-0.4808019,-0.3599,0.12093863
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCC(C(C)=O)CC2)CC1,-0.30357808,-0.187,0.11656636
COc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)cc1,-0.45864892,-0.3428,0.11587548
Cc1cc(N(C)S(C)(=O)=O)ccc1-c1cc(C(F)(F)F)ccc1OCC(=O)O,-0.70233166,-0.589,0.113464475
CCN(CC)S(=O)(=O)c1ccc(-c2nnc(SCC(=O)N3CCc4ccccc43)o2)cc1,2.554156,2.445,0.108843565
CCc1ccc(OCC(=O)O)c(-c2ccc(S(C)(=O)=O)cc2)c1,-0.70233166,-0.5947,0.1076051
CN(c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1)S(C)(=O)=O,-0.4808019,-0.5874,0.10660043
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2cc(F)cc(F)c2)N2CCN(S(C)(=O)=O)CC2)CC1,-0.6026433,-0.496,0.10654956
O=C(O)COc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-0.5804903,-0.476,0.10441607
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(F)ccc12,-0.56941384,-0.475,0.094316185
Cc1ccc(F)c(Nc2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)c1,-0.37003702,-0.278,0.09196085
CCOC1OC(=O)CC1NC(=O)C1CCCN2C(=O)CCC(NC(=O)c3nccc4ccccc34)C(=O)N12,-0.70233166,-0.6113,0.09100354
CC(C(=O)OC1C[N+]2(CC(=O)Nc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1,0.604694,0.68,0.07548177
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2C2CCCC2)cc1,-0.30357808,-0.2281,0.075428665
Nc1ncnc2c1ncn2C1OC(CSCCCNC(=O)NCc2ccccc2)C(O)C1O,-0.29515997,-0.3699,0.07471308
O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccc(Cl)cc1,-0.52510786,-0.4504,0.07466841
Cc1nc(C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2)cs1,-0.52510786,-0.4548,0.070273876
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,-0.4486801,-0.3862,0.062449634
CCS(=O)(=O)c1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,-0.5029549,-0.5635,0.060521662
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(S(=O)(=O)C(F)(F)F)CC2)CC1,-0.37003702,-0.4204,0.050373137
Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1ccc2c(c1)NC(=O)CO2,-0.4486801,-0.4248,0.023875415
Cc1cc(Cl)ccc1OC1CCN(CC(O)CNC(=O)c2c[nH]c(=O)c3cc(S(C)(=O)=O)ccc23)CC1,-0.45864892,-0.4412,0.01748681
O=C(NCC(O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,-0.38665175,-0.3987,0.012029886
CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,-0.56941384,-0.5776,0.008222878
O=C(O)C(c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-0.6358728,-0.6333,0.002572
O=C(O)COc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,-0.5029549,-0.501,0.0019783378
CS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,-0.5472608,-0.546,0.0013623834
