Drug,y_true,y_pred,error
Cc1ccc(NC(=O)C2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1,2.0004961,1.383,0.61768365
NC1(c2ccc(-c3ncc4nccn4c3-c3ccccc3)cc2)CCC1,-0.86010724,-0.332,0.528076
Cc1nc(C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2)cs1,-0.0038721922,-0.529,0.5249364
CCN(C(=O)c1ccc(-c2ccc(Cl)cc2)o1)c1ccc(N2CCNCC2)cc1,-0.86010724,-0.3552,0.50488263
N#Cc1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,-0.86010724,-0.3591,0.5009764
O=C(O)c1cc2cc(OCc3ccccc3)ccc2[nH]1,-0.41836777,0.081,0.49936143
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,-0.78985703,-0.3074,0.48248398
NC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,-0.8460961,-0.3809,0.46523672
N#Cc1cccc(-c2cccc(C(=O)O)c2)c1,-0.760278,-0.3508,0.4094479
CC(CCc1ccc(-c2ccc(Cl)cc2)cc1)(C(=O)NO)S(C)(=O)=O,-0.86010724,-0.4614,0.39868146
CCn1c(SCC(=O)Nc2cccc(C)c2)nnc1-c1ccccc1,2.0004961,1.612,0.38819146
COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1,-0.22805008,-0.5864,0.3583757
N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1,-0.82118744,-0.4644,0.35683197
Cc1ccc(S(=O)(=O)N2N=Cc3ccccc3B2O)cc1,-0.79841936,-0.4636,0.3347963
CCOc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)cn1,-0.78382444,-0.4502,0.33362913
CCNC(=O)c1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,-0.86010724,-0.5312,0.32885724
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,-0.86010724,-0.5444,0.31567365
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,-0.86010724,-0.5513,0.3088377
Cc1nnc(C)c2cc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)C(C)C3)ccc12,-0.86010724,-0.555,0.30493146
COc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)cc1,-0.6460485,-0.3445,0.30156606
O=C(O)COc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-0.86010724,-0.5586,0.3015135
O=C(O)COc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,-0.86010724,-0.559,0.3010252
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(F)c1,-0.83597696,-0.5386,0.29740274
Cc1nc(CSc2nc(NC(C)CO)c3sc(=O)[nH]c3n2)cs1,-0.85426927,-0.5586,0.29567552
O=C(O)Cc1cccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,-0.86010724,-0.566,0.29418927
O=C(O)Cc1ccccc1N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-0.86010724,-0.5767,0.2834471
CCOc1ccc2ccc(=O)oc2c1,-0.22805008,0.05533,0.28337845
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,-0.6028475,-0.3262,0.27667564
CNC(=O)Cc1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1,-0.86010724,-0.596,0.26391584
O=C(NC(Cc1ccc(Cl)cc1)C(=O)N1CCC(Cn2cncn2)(C2CCCCC2)CC1)C1Cc2ccccc2CN1,-0.12569109,0.1371,0.26277605
Cn1c(-c2ccccc2C(F)(F)F)nnc1C12CCC(c3noc(-c4ccc(F)cc4)n3)(CC1)CC2,-0.7639754,-0.523,0.24102616
Cc1cc(F)ccc1-n1nc(C(F)(F)F)cc1-c1ccc2c(c1)NC(=O)CO2,-0.7098769,-0.4868,0.22306049
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl,-0.7433479,-0.5215,0.22186351
O=C(O)CC1CCC(c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,-0.6950874,-0.4788,0.21632761
CCN(CC)S(=O)(=O)c1ccc(-c2nnc(SCC(=O)N3CCc4ccccc43)o2)cc1,2.0004961,1.785,0.2153399
O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,-0.7801271,-0.5767,0.20346695
CNC(C)C(=O)NC1CN(C(=O)CC(C)C)CCC2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,-0.588058,-0.3962,0.19181776
CCOc1ccc(-n2c(C(C)N(Cc3cccnc3)C(=O)Cc3ccc(C(F)(F)F)cc3)nc3ccccc3c2=O)cc1,-0.07470618,-0.261,0.18628015
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2C2CCCC2)cc1,-0.7628078,-0.577,0.18565935
O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,-0.7433479,-0.56,0.18328929
COc1ccncc1-c1ccccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1,-0.41836777,-0.2379,0.18045273
Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,-0.02333208,-0.2004,0.17710738
O=c1[nH]c2c(O)ccc(C(O)CNCCc3cccc(CNCCc4ccccn4)c3)c2s1,-0.86010724,-0.693,0.16723615
N#CC1(NC(=O)C2CCCCC2C(=O)N2CCN(c3nc4ccncc4s3)CC2)CC1,-0.78985703,-0.6255,0.16436875
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(O)cc(C(F)(F)F)c1,-0.34422562,-0.5073,0.1630986
N#Cc1ccc(OC2CCN(CC(O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)cc1Cl,-0.86010724,-0.7075,0.15258771
O=C(NCC1CCCCCC1)c1cc(-c2cccnc2N2CCC(C(=O)O)CC2)ccc1Cl,-0.6265886,-0.476,0.15051436
CCN(CC)CCn1c2ccccc2c2cnc(N)c(C#N)c21,0.5799244,0.7075,0.12759513
Cn1sc(=O)c2cc(S(N)(=O)=O)ccc21,-0.58027405,-0.4617,0.11860412
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,-0.5302621,-0.417,0.113269925
CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,-0.72388804,-0.616,0.1076771
Nc1ccc(-c2ccccc2Cl)cc1,1.4756631,1.577,0.10148537
CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,-0.54777604,-0.4465,0.10124284
COc1ccc(C#Cc2ccc(C3C(CO)N4CCCCN(C(=O)Nc5cccc(F)c5)CC34)cc2)cc1,-0.5643169,-0.4705,0.093857944
CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,-0.51196986,-0.437,0.074958146
CC(C(=O)OC1C[N+]2(CC(=O)Nc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1,0.3269459,0.3904,0.06343496
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C2COCCN2)c1,-0.41252983,-0.4705,0.05792916
CC(C(=O)OC1C[N+]2(CC(=O)Nc3cccc(F)c3)CCC1CC2)(c1ccccc1)N1CCCCC1,0.38532555,0.3306,0.054759145
Nc1ncnc2c1ncn2C1OC(CSCCCNC(=O)NCc2ccccc2)C(O)C1O,-0.6372915,-0.5845,0.052818835
Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2C2CCOC2)cc1,-0.86010724,-0.831,0.029052556
CC(C(=O)OC1C[N+]2(CCOc3ccc(Cl)cc3)CCC1CC2)(c1ccccc1)N1CCCCC1,0.24910633,0.2576,0.008462027
Nc1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,-0.46234712,-0.458,0.0043393075
